Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,RLR,pos_adj,xWAR
Terrence Swift,ML,LAA,3B,100,26,87,72,17,72,72,50,54,48,65,71,82,90,80,14,$327K  327000,Anaheim Dirty Halos,6878,0.24064825415150617,0.29666354633414604,0.41766091591292165,529.1147238332778,1017.4291417282075,0.9764024999999995,80.00249036854852,87.65043070437952,-17.753391987167525,-0.8077718234897437,2.0136467339400697,1.8090376854975014,0.0,0.09944066743599723,0.7143244622470677,17.63715746110926,1.7445630002198345,0.26503610685443163
Tomas Colon,AAA,LAA,C,100,27,69,99,65,58,32,65,66,52,44,42,50,82,83,91,$61K  61000,Anaheim Dirty Halos,6878,0.25571152268013253,0.3245287987165312,0.393184418511135,448.05056265741587,887.5289710555226,0.9919499999999999,84.82486385868883,70.17342510402617,-36.81898133154691,-5.253180324238219,-0.22278647376426872,0.8864593123313339,3.4414066021468233,0.0999718283780432,0.7177132172276661,14.935018755247196,4.565478246170384,-2.1856460219505562
Tony Barrios,AA,LAA,C,100,24,72,52,31,35,42,36,28,30,35,4,16,54,53,47,$38K  37500,Anaheim Dirty Halos,6878,0.23616449598579786,0.28353453042671284,0.3200342564863151,369.17492170259356,735.8685496030375,0.6528,51.99942001891808,54.26708397822866,-82.05516926108247,-3.4538100988272933,-1.008938624256156,-5.370742320227476,-0.18192005608675724,0.09923384672555148,0.603568786913028,12.305830723419787,3.7853320452831154,-7.5379187650727815
Tony Guerrero,LoA,LAA,LF,100,20,73,93,29,48,22,21,38,35,66,47,33,58,44,11,$27K  26250,Anaheim Dirty Halos,6878,0.2213369827033773,0.2770845660417748,0.3425595277345451,417.44704790227115,811.7865627724677,0.8354500000000001,53.482657889479505,64.57789317081695,-75.1584137316964,-1.2892794450198086,-1.8212720210970326,-0.43481382648131306,0.0,0.09955253521155573,0.6196440937763199,13.914901596742373,-4.1758568043851225,-6.767371522031931
Travis Norris,RL,LAA,2B,100,19,58,95,0,2,13,37,45,53,94,81,53,47,43,16,$8K  7650,Anaheim Dirty Halos,6878,0.2149688475486351,0.27303128820738964,0.2238572131407244,343.19306826684624,682.3742732126266,0.8829400000000001,26.22611147787442,61.383060522995144,-127.16376010770631,4.1757182548917795,-15.57016380822843,-12.907073139572123,0.06447049233858547,0.09950174683006953,0.496888501348114,11.439768942228207,1.1700519088008,-12.425891683060302
Ty Grace,LoA,LAA,1B,100,23,90,85,21,55,23,16,29,32,40,48,48,58,55,4,$27K  26250,Anaheim Dirty Halos,6878,0.21375187314444904,0.2613047274286608,0.33621791219979025,458.0496786432341,946.3527659885585,0.8813459999999996,46.64817418879151,65.10820552953534,-81.60397810645946,-3.5781470549948895,-1.7822062699360044,-1.272748632664672,0.0,0.09914286451356492,0.597522639628451,15.268322621441135,-8.113449639819603,-7.99262578254361
Tyrone Lanier,LoA,LAA,RF,100,25,83,71,14,3,15,12,17,59,76,60,48,47,50,13,$27K  26250,Anaheim Dirty Halos,6878,0.2042669264790649,0.2462218265189548,0.20304269442949963,385.72924768645316,813.6437913393602,0.82196,12.541954583947282,32.9002960104914,-213.35740214690196,1.3604526249681552,-2.574444853336088,-2.204320290764856,0.27643485480537017,0.09899579142046168,0.4492645209484544,12.85764158954844,-4.185410449276544,-20.715216604332646
Ugueth Sojo,ML,LAA,C,100,28,71,97,62,37,62,76,55,71,27,15,30,72,69,53,$327K  327000,Anaheim Dirty Halos,6878,0.27148230929510364,0.3318146060482785,0.36326030309980806,465.2254245765507,874.8142403662205,0.9304499999999999,80.50648159882307,73.04926933343862,-37.83840084467443,-5.864649809844748,-0.14456989066367434,1.2926741825096015,0.4698174019618601,0.10042589875928133,0.6950749091480866,15.50751415255169,4.5000732529126575,-2.257971092806553
Valerio Molina,HiA,LAA,C,100,23,90,94,24,20,27,15,45,45,27,7,14,46,43,21,$27K  26250,Anaheim Dirty Halos,6878,0.22289729139974537,0.2839081180616297,0.2568818826713307,428.4576349426061,873.9160753060132,0.6783699999999999,35.59434090693734,49.29895053413725,-109.78756436055133,-3.737895807830261,-2.130749210338681,-7.218329384558593,-4.51341466883817,0.09971209047188058,0.5407900007329605,14.281921164753538,4.4954530622737305,-10.277167613332514
Victor Cornelius,AA,LAA,LF,100,22,89,90,47,45,46,34,50,75,80,78,65,41,54,2,$38K  37500,Anaheim Dirty Halos,6878,0.23643958982110727,0.2956277258062729,0.3526698699241756,539.6151178888977,1044.6425021085888,0.9164299999999999,64.04691865451655,73.00066520595537,-48.97778978303039,4.825595688261303,1.4218295135530494,0.7590321589629736,0.0,0.09871440183604609,0.6482975957304484,17.98717059629659,-5.373675422369283,-3.102274345756658
Vin Wilson,RL,LAA,LF,100,20,81,80,48,41,16,35,40,53,83,55,26,55,37,2,$8K  7650,Anaheim Dirty Halos,6878,0.23574927250149916,0.2939891939445059,0.35297864168264736,471.3389856433496,881.1649150922894,0.7093499999999997,62.52204053167274,66.12123546507597,-66.18170326577065,1.5712691367851401,-0.8607366694964765,-0.8162933646574866,-0.5204857592440618,0.09953553145868245,0.6469678356271533,15.711299521444985,-4.532741332779267,-5.4676584136228685
Wei-Yin Kondou,LoA,LAA,3B,100,21,90,98,25,82,27,42,52,42,36,66,65,75,65,8,$27K  26250,Anaheim Dirty Halos,6878,0.23081971270420273,0.2890699222442529,0.42248412473232744,521.3660957552493,1042.5201616864651,0.9270100000000002,76.17755201446612,82.1094875785458,-15.216142132662847,-3.1358845772061477,0.5332891258181255,1.2670321546197463,0.0,0.09976982109190903,0.7115540469765803,17.37886985850831,1.787586011122197,0.20978992681257203
Willie Ortiz,AA,LAA,C,100,20,61,77,62,95,55,60,67,9,15,5,23,62,56,26,$38K  37500,Anaheim Dirty Halos,6878,0.26809051693436414,0.33822694534305275,0.5125959772517754,462.0072322804481,826.1487947311252,0.5591599999999999,113.76036744977368,100.3920656563987,24.14404279315558,-5.232756677793616,-0.09519478842316445,-1.7356378363363492,-1.1833383388614782,0.09926985055034056,0.8508229225948282,15.400241076014936,4.249736598411138,3.7116449487788508
Willie Rodriguez,AAA,LAA,SS,100,23,84,63,12,36,23,36,28,65,75,83,84,95,88,10,$57K  57000,Anaheim Dirty Halos,6878,0.21406816994246447,0.25744930270747524,0.29182795941112916,438.0869116168469,892.1927331853658,0.9733299999999996,38.76539371499579,60.103743157519276,-138.60328808805738,2.3710598565238206,2.8115244678526348,2.0226714370972374,0.0,0.09944819768833003,0.5492772621186044,14.602897053894896,4.589468792105791,-11.592551782992293
Yean Carlos Lopez,ML,LAA,RF,100,24,79,61,5,80,64,78,21,80,77,59,44,75,60,0,$343K  343000,Anaheim Dirty Halos,6878,0.25022087849845026,0.2831806926955172,0.46892996452489566,499.7549882847816,920.4997868705541,0.93111,87.12713926523479,114.76659771845777,-5.600768574402747,5.3706189849151835,0.9572782843922989,-5.487650376688647,0.0,0.10031114095880657,0.7521106572204128,16.65849960949272,-4.735081208181862,0.6254626152975825
Al Calles,LoA,ATL,3B,100,28,74,39,51,37,54,66,32,64,50,55,54,66,57,14,$54K  53750,Atlanta Gold Club,6854,0.2582605049046615,0.3039097399861114,0.3583472928160695,456.2901346385479,854.3072457611561,0.9350366666666665,69.82432382902384,61.99839073755794,-77.54908991967918,-4.378724381915985,0.7607342611505747,0.5839021894172657,0.0,0.0993578241101979,0.6622570328021808,15.209671154618263,1.4648615325122705,-6.518009382570775
Alex Abad,ML,ATL,C,100,30,82,95,86,74,96,65,98,30,48,6,24,66,71,55,$6.0M  6000000,Atlanta Gold Club,6854,0.2891569258611433,0.3792080539233821,0.489601722544047,586.7097699977458,1042.7966202870011,0.6446699999999999,125.08370639854597,108.89608128065602,68.42677724679449,-7.37506757850718,0.24499047557934403,-3.77728967337798,0.9762846039674506,0.09899192916753709,0.8688097764674291,19.556992333258194,5.364180145509265,8.284471688341034
Alex Pong,HiA,ATL,3B,100,24,83,96,44,44,29,35,40,45,58,58,47,44,51,15,$27K  26250,Atlanta Gold Club,6854,0.23248761658662165,0.28698464476049146,0.34071766148474353,480.8441166486591,959.5698175132275,0.8190299999999999,57.81558379361426,62.12235271024031,-83.29326633585367,-3.1312762794460056,0.6885157428258293,0.6747472416668396,0.0,0.09892470449966385,0.6277023062452349,16.028137221621968,1.6453529106879758,-6.861392520520074
Andrea Rando,RL,ATL,1B,100,22,77,94,16,56,27,16,23,37,60,50,43,59,50,2,$8K  7650,Atlanta Gold Club,6854,0.21178923412771442,0.2556044163510343,0.3462282726062389,421.33654691372067,846.8994995243847,0.8767499999999999,46.941333912131576,60.73836040487433,-87.77768646074367,-1.4501516157549337,-3.7017413307785834,-4.394248304065986,0.0,0.09948375695210888,0.6018326889572732,14.044551563790687,-7.260798178364067,-8.752412258496015
Benny Ortiz,ML,ATL,2B,100,30,86,95,63,81,58,67,60,53,48,67,67,42,59,14,$5.7M  5700000,Atlanta Gold Club,6854,0.2635559591995018,0.32474535295258744,0.4714694699670122,590.4149566628039,1130.826991468668,0.9827999999999995,101.4339299486533,87.71500785822528,1.9932416681900484,-5.976622413564953,1.7703828131788748,1.8070494047857315,0.0,0.09867993767664775,0.7962148229195997,19.680498555426794,1.9390037576623251,1.9596719800375535
Bill Lewis,AAA,ATL,SS,100,36,69,71,58,43,58,64,57,55,52,51,73,54,75,0,$90K  90000,Atlanta Gold Club,6854,0.2594127005509139,0.32012449571151724,0.37129398942625585,494.7599563803524,917.2977685891092,0.958519333333333,78.57984189170433,72.05994508451258,-38.86040617927456,-4.4517874614908575,0.3842909621539943,0.6192289996509499,0.0,0.09833770187804948,0.6914184851377732,16.491998546011747,4.71860992072587,-2.165200908825839
Brad Lovullo,AAA,ATL,C,100,27,73,58,65,17,38,65,4,38,0,14,36,77,77,79,$55K  54500,Atlanta Gold Club,6854,0.25167209186209893,0.28079539529519804,0.275294244328942,365.2829872695729,791.9310792088509,0.9706699999999995,44.459382536756074,57.48681210664877,-91.46775250204838,-5.142483527469613,0.03538765743809616,4.053362074649835,5.74561731560474,0.09970373482036411,0.55608963962414,12.17609957565243,4.073719543255406,-7.690967561449855
Brett Calhoun,AA,ATL,2B,100,26,77,86,42,29,30,43,50,55,35,69,55,49,50,8,$54K  53750,Atlanta Gold Club,6854,0.23826213926694753,0.29835159756746454,0.30196468561974,450.6590748401359,896.2101657334715,0.8327799999999997,52.95392026373205,66.00410983189727,-54.99338412000814,-5.533062985884867,0.888326698578821,0.6189201758758551,0.0,0.09928866739909172,0.6003162831872045,15.021969161337863,1.5367115324648004,-4.3691185689935494
Brian Wang,HiA,ATL,SS,100,22,78,77,37,17,42,37,56,52,74,68,67,76,68,4,$27K  26250,Atlanta Gold Club,6854,0.23503883479317433,0.2997705762869911,0.2766918231798654,459.4621397871524,875.4780957996845,0.8956799999999998,49.18275796598076,64.47795930901229,-72.10010920153645,0.11746332809463209,-0.12277256281921464,0.5528005111126111,0.0,0.09915413235256455,0.5764623994668565,15.315404659571747,4.503488147117719,-5.201854045792533
Butch Strasburg,RL,ATL,LF,100,20,71,95,23,43,21,14,44,25,12,38,29,41,37,8,$8K  7650,Atlanta Gold Club,6854,0.2183025184190792,0.27768842061382365,0.3078325054648177,378.5056696375832,778.4845556151122,0.6745300000000001,44.25682210310382,59.25174272338863,-70.88963276564023,-3.5139260345765786,-4.080951749662585,-0.7545023305458332,0.051315422173527095,0.09942631288111915,0.5855209260786414,12.616855654586105,-4.00455018320531,-6.707128839249651
Charles Takada,AAA,ATL,2B,100,24,86,92,13,72,38,47,34,38,48,61,63,70,66,4,$55K  54500,Atlanta Gold Club,6854,0.22890577332823867,0.27404763088063944,0.4014290444649461,496.1841470319778,995.7422187104821,0.9189041666666666,67.14865528122077,73.49249829721103,-41.63489479865145,-3.046549095377214,-0.00858341761677636,0.8126985279384786,0.0,0.0994920863665222,0.6754766753455855,16.539471567732594,1.70737691822785,-2.582424104711041
Chip Haase,AA,ATL,RF,100,31,83,72,10,90,47,47,50,61,4,64,45,67,60,7,$55K  54500,Atlanta Gold Club,6854,0.2362893489309713,0.29104663932210867,0.44532395021612353,471.1680054422468,933.4980231523514,0.8425549999999994,81.74755464906825,85.31986975569389,-10.145804848054523,-2.981413018681912,1.1233285820966055,2.083266780546407,0.0,0.10010644693801186,0.7363705895382322,15.705600181408226,-4.801944563540903,-0.014140342570001138
Dana Beck,ML,ATL,C,100,33,57,90,67,82,81,74,73,43,32,5,21,60,65,57,$3.6M  3600000,Atlanta Gold Club,6854,0.2807067844541704,0.3521531705267036,0.4981650775644667,468.22881896048784,825.5247850939631,0.8734200000000001,117.10530989773592,97.50766889631872,23.140399768106658,-4.489237651012594,-0.025091558820571912,-1.529551957831313,-1.633755627506192,0.09965684556635569,0.8503182480911703,15.607627298682928,4.246526672294049,3.7267773352913993
Daniel Green,AAA,ATL,CF,100,30,75,72,36,17,49,42,65,51,81,76,64,55,51,3,$55K  54500,Atlanta Gold Club,6854,0.24205243510131308,0.31218189247197736,0.29218754459467255,468.03194231912494,875.2316173575819,0.9356899999999999,56.247645008138115,65.69320040689543,-69.80811795959254,1.5044414521809537,0.24594672994319672,0.5756220770253325,0.0,0.09884076333372395,0.6043694370666499,15.60106474397083,1.5007400846323418,-5.102606099556683
Del Rodriguez,HiA,ATL,LF,100,24,74,95,56,62,46,47,61,38,39,39,36,35,27,15,$27K  26250,Atlanta Gold Club,6854,0.25575855529298563,0.3231424501636966,0.4171022111891607,497.0657618092373,932.433285549283,0.6456899999999999,85.59922118321315,82.09765239873057,-19.966280623354507,-5.791252767010222,0.1097175488623021,-0.38050010353336083,0.0,0.09945185743680231,0.7402446613528573,16.568858726974575,-4.796467518257629,-1.447909227426417
Delino Campbell,HiA,ATL,C,100,23,37,62,65,35,49,61,45,34,11,9,26,66,60,40,$27K  26250,Atlanta Gold Club,6854,0.26244123261475993,0.3200275603879019,0.35064879483725087,308.00812174379826,545.0240741847083,0.6216099999999998,72.74935310909545,61.47263615547909,-56.86273215795211,-4.260341046881068,-0.15428953867427125,-1.6801746568975304,-3.037967270759658,0.09966081835562836,0.6706763552251528,10.266937391459942,2.8036217807855364,-5.012544335209519
Dion Robinson,AA,ATL,2B,100,21,84,68,45,60,52,48,46,48,57,61,63,51,50,9,$38K  37500,Atlanta Gold Club,6854,0.2473458432580577,0.3021796457189587,0.4011762573725762,519.5569124519825,998.1118756532669,0.8799599999999999,76.92852898017058,80.66781200457896,-25.47900668058651,-2.962163230216602,0.7178939891800962,0.5307865951537278,0.0,0.09890778565721593,0.7033559030915348,17.318563748399416,1.7114401160035442,-0.8950510596920039
Edwards Armstrong,RL,ATL,C,100,23,72,69,26,27,5,19,15,18,26,4,26,68,59,75,$8K  7650,Atlanta Gold Club,6854,0.21216592704783047,0.2534665436217564,0.25652496198670677,307.6119908289984,696.8646897589788,0.8902700000000006,26.502485317636946,36.449427804668645,-161.25513928394983,-3.0468002503958336,-2.777304871154489,-1.8693233473991786,-0.5244564698799244,0.0997322937398032,0.5099915056084632,10.253733027633281,3.584694906167586,-15.353585519018257
Ellie Mayne,AA,ATL,SS,100,28,97,68,11,43,39,42,57,66,18,80,76,84,84,6,$54K  53750,Atlanta Gold Club,6854,0.22786245068594282,0.28807096740463856,0.30768199135371777,492.4614359475672,1013.5252192970365,0.8271033333333332,51.65054059644948,62.57818848446642,-70.05754306916516,-3.7396306926953296,1.0899573179636772,2.1565177813860132,0.0,0.099566184209548,0.5957529587583563,16.41538119825224,5.2136070951493645,-5.040662553444842
Elston Kingsale,AA,ATL,C,100,27,77,41,27,31,27,24,39,14,27,9,11,51,42,36,$54K  53750,Atlanta Gold Club,6854,0.22976618626294884,0.28723264487985867,0.30046588817969205,364.3836383651942,730.9019661992788,0.62898,47.39959945680361,58.80815894183544,-107.3787254466724,-4.42169874427142,-1.0500304187919611,-4.720955876103106,-2.787514590516162,0.09902835819928914,0.5876985330595508,12.146121278839807,3.759783776745262,-10.141006701890792
Eury Beato,AA,ATL,1B,100,22,81,89,37,73,46,45,60,42,38,57,30,60,49,3,$38K  37500,Atlanta Gold Club,6854,0.24637239875973682,0.3125503378180978,0.4317855318056282,499.74528811499476,940.7709246333688,0.7528000000000001,86.49509277805241,82.69721650664049,-13.722177942281192,-4.907180316973124,0.6718011277424031,0.2175176033102096,-0.027603811184263236,0.09963842790574308,0.744335869623726,16.658176270499826,-8.065594346993903,-0.9896804502678311
Fred Van Ostrand,HiA,ATL,C,100,25,78,57,28,20,3,14,17,20,22,15,23,70,64,71,$38K  37500,Atlanta Gold Club,6854,0.2097112898918422,0.253602816973551,0.2339664356459641,310.9902373664081,711.557529726997,0.9209999999999997,22.03425198065137,31.079473257588695,-155.17694423914753,-3.5760368321942644,-2.5431743694605333,-3.8622887647134303,-0.8875073471450707,0.09943434911809636,0.4875692526195151,10.366341245546938,3.6602753586779677,-14.976210449508516
George Lambert,LoA,ATL,2B,100,23,80,76,62,5,31,28,26,75,88,78,56,42,50,2,$27K  26250,Atlanta Gold Club,6854,0.23119998920282847,0.2792851104933112,0.2502264321155043,459.2386047625914,896.5034535825253,0.8952400000000005,36.518638208792744,54.661860250176666,-137.3742628662114,6.189791898992738,-0.4526122969725329,-0.14187238895226162,0.0,0.09859019020922023,0.5295115426088155,15.307953492086382,1.5372144265818335,-11.538526923614855
Grant Jennings,ML,ATL,C,100,28,71,87,66,78,88,62,94,34,41,6,25,69,60,67,$1.5M  1545000,Atlanta Gold Club,6854,0.2803867649439138,0.36703338450659406,0.4859702890438321,515.58732483536,915.6545180883259,0.9935299999999998,118.53055361704223,102.7116012757512,43.10945873477548,-5.143380366416625,-0.1933826164543304,-0.5684345106650265,-1.394798951436137,0.09976303306001245,0.8530036735504262,17.186244161178667,4.710156986051059,5.976230870138468
Groucho Gload,HiA,ATL,3B,100,24,84,41,10,80,25,38,16,30,38,53,57,61,55,12,$27K  26250,Atlanta Gold Club,6854,0.22164703230595892,0.2564173116421858,0.4130231888191362,438.93067195266485,901.3826296860352,0.9047079999999998,62.845710028480006,74.68889389966375,-57.81673300401689,-3.3726858347140465,-0.12282775103858862,-0.3352921993936207,0.9675219918187956,0.09904855487519416,0.669440500461322,14.631022398422163,1.5455806407510893,-4.570623625074023
Gustavo Valenzuela,ML,ATL,SS,100,29,86,46,62,22,53,58,54,51,56,72,75,94,75,16,$343K  343000,Atlanta Gold Club,6854,0.25710174279321113,0.3189139089283467,0.311717218686679,503.3157852515578,953.1158996485174,0.9117391666666663,65.43702976143008,63.008179866834816,-53.76145069074084,-4.479219720544165,1.7154030936017295,1.1447451987176995,0.0,0.099237470210651,0.6306311276150257,16.777192841718595,4.902859566093197,-3.569556307570219
Hal Burnett,ML,ATL,LF,100,32,74,96,61,88,67,50,69,60,26,64,66,45,53,3,$4.8M  4800000,Atlanta Gold Club,6854,0.25907093660378605,0.32697609605386607,0.47693621857402924,542.5261535532773,1015.7487675044686,0.9597799999999994,101.84287658501903,91.51171738999194,11.232316917867903,-5.492969351484639,1.343735459200401,1.6245989476112008,0.0,0.09916096661589581,0.8039123146278953,18.084205118442576,-5.225045100331628,2.038281475605715
Harry Beckett,RL,ATL,LF,100,22,81,32,18,61,37,21,18,39,14,41,27,39,34,8,$8K  7650,Atlanta Gold Club,6854,0.22342038435944347,0.26319112715182635,0.36549900473405084,394.95522394776344,806.0723278578371,0.5580100000000001,53.20901518622899,61.666739397044935,-74.97848410765816,-3.0432901321079115,-3.62482327568274,-5.823588555838083,-0.7317584625700007,0.09906310633931316,0.6286901318858772,13.165174131592114,-4.146462591861302,-7.54175808223749
